ad_id,headline_1,headline_2,description_1,description_2,description_3,simulated_ctr,simulated_cpc,simulated_cpa
6beca0da0d2a43928ce86fa259c27c2b,Best Coffee for Remote Work,LA's Top Spot for Remote Workers,"Fast WiFi, comfy chairs, great coffee! Your new remote office awaits.",Fuel your workday with delicious coffee & a productive atmosphere.,Escape the home office!  Free WiFi & amazing coffee in LA.,1.92,1.67,75.0
2c182f895bd948208077a6b7e11d34fa,Best Coffee in Toronto!,"Locally Roasted, Freshly Brewed",Enjoy your favourite coffee at [Coffee Shop Name]!  Free Wi-Fi. Visit us today!,"Specialty coffee, pastries & more! Find us near [Landmark/Neighborhood].",Support local! Delicious coffee & friendly atmosphere. Order now!,5.0,0.3,10.0
d2dc9d1e649d48bc8476a6c8a7afb9a7,Best Coffee in Berlin!,"Locally Roasted, Locally Loved",Freshly brewed coffee & pastries. Free Wifi. Cozy atmosphere.,Enjoy your morning coffee with us!  Near you in Berlin.,"Specialty coffee, delicious treats, and friendly service.",5.0,0.3,10.0
1b4d7ee89a00429387693d438cf947f6,Best Coffee in Tokyo!,Specialty Coffee Near You,"Handcrafted coffee, cozy atmosphere. Free Wi-Fi!","Locally roasted beans, delicious pastries. Visit us today!","Perfect for studying, working, or relaxing. Find us in Shibuya!",5.14,0.28,10.0
4eaa1003bd79457985c483cbcdd52ae0,Coffee & Study Fuel!,Best Coffee near Uni,"Student discount! Great coffee, comfy seats. Free Wifi.",Grab your daily caffeine fix. Perfect for studying.,"Delicious coffee, tasty treats, & student-friendly prices.",4.29,0.33,10.0
e279b0a03f93470f925940ff794dff5d,Best Coffee in Toronto!,"Locally Roasted, Locally Loved","Enjoy fresh, ethically sourced coffee. Free Wi-Fi!","Cozy atmosphere, delicious pastries. Order online!",Support local! Grab your daily brew today.,5.0,0.3,10.0
49f809560c8a45f5976fb5d9fdb14ca6,Best Coffee for Remote Work,Munich's Top Remote Worker Cafe,"Free WiFi, comfy seating, great coffee! Work remotely in style.",Boost your productivity with our delicious coffee & cozy atmosphere.,Escape the home office!  Find your perfect remote workspace here.,5.0,0.3,10.0
9a07d957a58042baa557e13f063e9976,Coffee & Wifi for Remote Workers,London's Best Remote Work Cafe,"Fast Wifi, comfy seating, great coffee. Perfect for remote work!",Escape the home office!  Work from our cozy cafe in London.,"Free Wifi, delicious coffee, & a productive atmosphere.",1.92,1.49,67.0
c1f16ae048ce4673b096dc189f164aff,Best Coffee in Paris!,"Artisan Coffee, Paris",Enjoy freshly roasted beans & pastries. Free WiFi. Find us near [Landmark],"Locally sourced, ethically traded coffee. Cozy atmosphere. Order now!",Perfect coffee for every mood.  Delicious treats. Visit us today!,4.29,0.33,10.0
467e4ba13857475285cbc83be961957d,Best Coffee in Paris!,"Artisan Coffee, Paris",Locally roasted beans. Cozy atmosphere. Free WiFi. Visit us!,Enjoy delicious coffee & pastries. Near you in Paris. Order now!,Specialty coffee drinks. Perfect for a Parisian escape. Find us!,5.0,0.3,10.0
851e3180c829422a87fd31d80461f3e2,Best Coffee in Paris!,"Artisan Coffee, Paris","Locally roasted beans, cozy atmosphere.  Free WiFi!",Enjoy delicious coffee & pastries. Visit us today!,"Perfect for studying, working or relaxing. Find us in Paris!",5.0,0.3,10.0
0f78cc9901414523b0c058e83b46d2ee,Best Coffee in Munich!,Coffee Shop near you,Enjoy freshly brewed coffee & pastries. Free Wifi!,"Cozy atmosphere, great coffee. Visit us today!",Locally roasted beans. Find us in Munich.,3.71,0.86,75.0
1bc427deb5954bd690b9fa5cd7251d13,Best Coffee in Tokyo!,Locally Roasted Coffee,Enjoy freshly brewed coffee. Free Wi-Fi.,"Cozy atmosphere, delicious treats. Visit us!",Support local!  Specialty coffee beans.,1.92,1.67,75.0
a8f3ae06261e49878b3230309e2fbf7e,Your Remote Office Awaits,Best Coffee for WFH,"Cozy workspace, great coffee. Free Wifi. Near you!",Fuel your workday. Delicious coffee & comfy seats.,Escape the home office. Find your focus here.,1.91,1.93,87.0
d5907e8a520047b1b0683f1c2395156f,Your Remote Office Awaits!,Best Coffee for Remote Work,"Fast Wi-Fi, comfy seating, great coffee.  Perfect for remote work!",Escape the home office!  Enjoy our delicious coffee & free Wi-Fi.,Boost your productivity with our amazing coffee & relaxing atmosphere.,5.0,0.3,10.0
e1273eb427db4100a350a98398b86777,Best Coffee for Remote Workers,Sydney's Top Remote Work Cafe,"Fast WiFi, great coffee, comfy seats. Your perfect remote office!",Fuel your workday with delicious coffee & treats. Free WiFi!,Escape the home office! Work remotely in our cozy cafe.,5.0,0.3,10.0
e4f5383d04724c73b5839304d46e8b4d,Best Coffee for Remote Work,Sydney's Best Remote Work Cafe,Free Wifi! Great coffee & comfy seats. Perfect for remote work.,Fuel your workday. Delicious coffee & snacks. Find your focus.,Work from anywhere.  Our cafe is your perfect remote office.,3.09,0.88,37.5
debfbe7efa5d4e57b2ed17f038c1f786,Fuel Your Studies!,Coffee & Campus Vibes,Best coffee near UCLA! Student discounts available. Free Wi-Fi.,Grab your caffeine fix! Study spot with comfy seating & great coffee.,"Locally roasted beans, perfect for late-night study sessions.  Order online!",5.0,0.3,10.0
a52edba269744d6a99a19f0bed1ea7fe,Fuel Your Studies!,Coffee Shop Near NYU,Best coffee & study spots in NYC. Free WiFi!,Student discounts available. Cozy atmosphere.,Grab your caffeine fix before class. Delicious pastries!,5.0,0.3,10.0
4e91f716308a44cb851965e152571a21,Your London Remote Office,Best Coffee for Remote Work,"Fast WiFi, great coffee, comfy seats. Perfect for remote work!",Escape the home office! Work from our cozy coffee shop.,"Unlimited WiFi, delicious coffee & a productive atmosphere.",4.29,0.33,10.0
6600e78d191c40c3bc6df72b38464c2c,Fuel Your Studies!,Coffee & Campus Life,Best coffee in Toronto for students!  Free Wi-Fi. Study deals.,Grab your caffeine fix!  Student discounts available.,Late-night study sessions? We've got you covered.,5.0,0.3,10.0
04506c5919cc4c47af82da0a93dc2596,Best Coffee in LA!,Locally Roasted Coffee,"Freshly brewed coffee, pastries & more! Visit us today.",Enjoy your morning coffee with us! Free Wi-Fi.,"Support local! Delicious coffee, friendly atmosphere.",1.49,1.29,45.0
86c81d8b3aef4eae80fd876fa3688253,Best Coffee in Toronto!,"Locally Roasted, Locally Loved",Freshly brewed coffee & pastries. Free Wi-Fi. Cozy atmosphere. Order online!,"Support local! Delicious coffee, friendly staff, and great deals. Visit us today!","Your daily dose of happiness.  Specialty drinks, breakfast sandwiches, and more.",5.0,0.3,10.0
9e3891d333494661a22c8e1528efd049,Authentic Roman Coffee,Best Coffee in Rome,Enjoy the perfect espresso. Free Wi-Fi. Near the Pantheon.,Locally roasted beans. Cozy atmosphere. Daily specials.,Fresh pastries & coffee.  Visit us today!,3.7,0.88,75.0
b418b9b160c54bcca66a357f3d3998da,Best Coffee in LA!,Locally Roasted Beans,Enjoy fresh coffee & pastries. Free WiFi. Near you!,Locally owned & operated. Support your community!,Daily specials & loyalty rewards. Visit us today!,4.29,0.33,10.0
9b86ac34b1884d7d890af42ff41703bd,Best Coffee for Remote Work,Berlin's Top Remote Worker Hub,"Fast WiFi, comfy seats, great coffee. Perfect for remote work!","Your new Berlin office awaits! Coffee, snacks & super WiFi.",Escape the home office!  Enjoy productive workdays with us.,4.29,0.33,10.0
f648f1760d904a018ee52ecc95b6414a,Best Coffee for Remote Work,Tokyo's Cozy Remote Office,"Fast WiFi, comfy seats, great coffee. Perfect for remote work!",Escape the home office! Work remotely in our cafe.,"Unlimited WiFi, power outlets & delicious drinks. Your new workspace?",2.66,1.18,50.0
fa44cbcb2c6040878be85e7c60b919a8,Study Break? Coffee's Here!,Best Coffee near Campus!,Affordable coffee & comfy study spots. Free WiFi!,Grab your coffee & ace that exam! Daily specials.,Student discounts available! Delicious treats too.,5.0,0.3,10.0
da83552241744aa4863d5c5f9d95b81c,Fuel Your Studies!,Coffee & Campus Life,Best coffee in Toronto for students. Free Wi-Fi. Study all day!,Grab a coffee & study! Daily deals for students. Near U of T.,"Affordable coffee, comfy atmosphere. Perfect for studying!",5.0,0.3,10.0
541626b86eef4ad3a8deac2aeb5e05d6,Coffee & Wifi: Work Remotely,Best Coffee in London,"Your perfect remote workspace. Great coffee, fast wifi, comfy seats.",Escape the home office. Enjoy delicious coffee & free wifi.,London's best coffee shop for remote workers. Daily deals!,1.92,1.67,75.0
a682359f87704635bb77baae6de170f8,Best Coffee in Munich!,Your Daily Dose of Happiness,"Freshly roasted beans, cozy atmosphere. Visit us!","Specialty coffee, delicious pastries. Free WiFi!",Perfect for meetings or a relaxing break. Find us near Marienplatz!,5.0,0.3,10.0
b4a4f3c4d1914fbf97355256742103b6,Coffee & Wifi in Rome,Best Remote Work Cafe,"Fast Wifi, great coffee, comfy seats. Perfect for remote work!",Work from our cozy cafe in Rome. Delicious coffee & snacks.,Escape the home office! Find your ideal workspace in Rome.,1.92,1.73,78.0
6232b52e742a4b8dae882b7886d50d7f,Best Coffee in Tokyo!,Specialty Coffee near you,"Hand-crafted coffee, comfy atmosphere. Free WiFi!",Locally roasted beans. Try our daily specials!,Perfect for studying or catching up with friends.,1.92,1.73,78.0
e58bc5352ba64d4d928acf3260a6c7cf,Best Coffee in Munich,"Fresh Coffee, Local Roast","Cozy atmosphere, free Wi-Fi. Visit us today!",Delicious pastries & coffee. Near Marienplatz.,Support local! Enjoy your perfect brew.,1.92,1.67,75.0
793d918700ee40a09ef4a91a31e2227f,Your Remote Office Awaits,Best Coffee for Remote Work,"Fast Wi-Fi, great coffee, comfy seats. Perfect for remote work!","Escape the home office!  Coffee, snacks & productive space.",Work remotely in comfort. Premium coffee & cozy atmosphere.,1.91,1.89,85.0
23980d1e84274f3bb9d58f5884484d4c,Coffee & Study in Paris,Best Student Coffee Deals,"Great coffee, comfy seats, free wifi. Near Sorbonne!",Student discounts! Delicious pastries & lattes.,Perfect spot for studying or catching up with friends.,1.92,1.73,78.0
a84a2a7398244caa9472fce26a7d67bb,Coffee & Study Break!,Best Coffee in Munich!,Student discounts! Cozy atmosphere. Free WiFi.,"Great coffee, delicious snacks. Perfect for studying.",Near TUM & LMU!  Grab your caffeine fix!,5.0,0.3,10.0
b5b531e22c2c4c5581b25c561c0b7b50,Work Remotely? Coffee's On Us!,Best Coffee for Remote Workers,"Free Wifi, comfy seats, great coffee. Perfect for remote work!",Escape the home office! Enjoy our delicious coffee & work space.,Boost your productivity with our amazing coffee & relaxed atmosphere.,3.71,0.86,75.0
50147cd1c2144fe5a19dfab917724565,Best Coffee near Sorbonne!,Student Discounts! Parisian Coffee,"Cozy cafe, perfect for studying. Free WiFi!",Delicious coffee & pastries.  Student deals!,Late-night study sessions? We've got you covered!,5.0,0.3,10.0
c61652d926e54d0e9069213a838c6f17,Authentic Roman Coffee,Best Coffee in Rome,"Espresso, cappuccino, pastries. Free Wi-Fi. Near [Landmark]",Locally roasted beans. Cozy atmosphere. Daily specials.,Enjoy your morning coffee with us!  Find us on [Street Name],5.0,0.3,10.0
c0b88b0bab9445c4aaafac99d5762d1c,Coffee & Study Break,Best Coffee near Uni,"Fuel your studies! Delicious coffee, comfy seating, free wifi. Near Sapienza University.",Affordable coffee & snacks for students. Perfect for studying or hanging out with friends.,Grab your caffeine fix!  Student discounts available.  Find us near your campus.,5.0,0.3,10.0
631f27aa401f4f7fac17c8bbe5feacf6,Coffee & Study in Paris,Best Student Coffee Deals,"Great coffee, comfy seats, free wifi. Near Sorbonne!",Affordable lattes & pastries. Perfect for studying.,Student discounts available! Find us near Latin Quarter.,1.92,1.67,75.0
c6279024d28e470fb1eee65adefbf9bc,Best Coffee in NYC!,"Locally Roasted, Daily Brewed",Enjoy handcrafted coffee & pastries. Free Wi-Fi.  Order online!,"Support local! Fresh beans, cozy atmosphere.  Near you!","Specialty drinks, delicious snacks, & friendly baristas.",5.0,0.3,10.0
53b72d3a81f64f859e267df6eabeb80e,Best Coffee near Uni,Student Discounts Available,Fuel your study sessions! Grab a coffee & pastry.  Free Wifi!,"Affordable coffee, delicious treats. Perfect study spot.","Student ID discounts!  Great coffee, comfy atmosphere.",5.0,0.3,10.0
84d12bec7b4c4bf0b235fdd4c76b7b0b,Coffee & Study Break,Best Coffee Near U of T,"Fuel your studies! Great coffee, comfy seats. Free WiFi.",Student discounts available! Delicious lattes & pastries.,Grab your coffee and get studying! Near campus.,3.19,1.13,42.5
eb699b661e7d4628b7c23d437f2ba333,Best Coffee in Toronto!,"Locally Roasted, Locally Loved",Freshly brewed coffee & pastries. Free WiFi. Cozy atmosphere. Order online!,"Support local! Enjoy delicious coffee, pastries, and friendly service.",Your daily dose of happiness.  Visit us today!  [Address],5.0,0.3,10.0
356d235eaae541e9964112cc64ffb9f0,Your Remote Office Awaits,Best Coffee for WFH,"Great coffee, comfy seating, free wifi. Perfect for remote work!","Escape the home office.  Coffee, treats & reliable Wi-Fi.",Fuel your workday.  Locally roasted coffee & a productive atmosphere.,1.92,1.73,78.0
2493d0a2bf9d4b3f9028546cb37e5d68,Best Coffee in Munich!,Your Daily Dose of Delight,"Freshly roasted beans, cozy atmosphere. Free Wifi!","Lattes, cappuccinos, and more! Visit us today.",Locally owned & operated. Support your community!,5.0,0.3,10.0
dced4cc637b3421f9a14ea061203f82a,Best Coffee in Paris!,Your Daily Parisian Escape,"Artisan coffee, pastries & Wi-Fi. Near you!",Locally roasted beans. Cozy atmosphere. Free delivery!,"Perfect for breakfast, lunch, or a relaxing afternoon.",4.29,0.33,10.0
b133fdff27724f4b9869160a4fc3b788,Best Coffee in Munich!,Remote Work Hub: Great Coffee,"Cozy workspace, fast WiFi, delicious coffee. Visit us!",Fuel your remote work day with our specialty coffee & treats.,"Perfect for remote workers! Free WiFi, comfy seating & great coffee.",5.0,0.3,10.0
69cad7b68faf4a97829dd4172fe64f57,Best Coffee in NYC!,"Locally Roasted, Locally Loved",Freshly brewed coffee & pastries. Free Wi-Fi. Cozy atmosphere.,"Support local! Delicious coffee, quick service, great deals.",Your daily dose of happiness. Stop by today!,5.0,0.3,10.0
aa7cb3e7b1324a2090bf7a730d97e323,Fuel Your Studies!,Coffee & Campus Vibes,Best coffee near NYU! Student discounts available.,Grab a latte & study. Free Wi-Fi!,Perfect spot for group projects. Delicious coffee.,5.0,0.3,10.0
ed771f2918e94ed7b8c73adb2aca9c2a,Coffee & Study Spots in Berlin,Best Coffee for Students in Berlin,"Affordable coffee, comfy seats, free WiFi. Perfect for studying!",Fuel your studies with our delicious coffee! Student discounts available.,Grab your coffee and get studying! Near [University Name/Area] in Berlin.,5.0,0.3,10.0
7d610b005edb4c758d2569f2a2dfab89,Coffee & Wifi: Work Remotely,Best Coffee for Remote Workers,"London's coziest cafe. Free Wifi, comfy seating. Perfect for remote work!",Enjoy delicious coffee & treats while you work remotely. Fast Wifi!,"Escape the home office! Great coffee, reliable Wifi, & a welcoming space.",1.92,1.73,78.0
599978c5ba2a4db19d566dd911895d25,Sydney Landlord Plumbing,Urgent Plumbing Repairs,"Fast, reliable plumbing for landlords. 24/7 emergency service.",Licensed plumbers. Competitive rates.  Free quotes.,Tenant issues? We handle all your plumbing needs.,5.0,0.3,10.0
