industry,region,target_audience,performance_tier,headline_1,headline_2,description_1,description_2,description_3,keywords,simulated_impressions,simulated_clicks,simulated_conversions,simulated_cost,simulated_ctr,simulated_conversion_rate,simulated_cpc,simulated_cpa
Local Coffee Shop,"London, UK",Local Residents,high,Best Coffee in London!,Locally Roasted Coffee,Enjoy fresh coffee & pastries. Free Wi-Fi. Near you!,"Locally sourced beans, expertly brewed. Order online!","Cosy atmosphere, perfect for meetings or relaxing.","coffee shop london, best coffee near me, local coffee london, cafe london, coffee delivery london",35000,1500,50,500,4.29,3.33,0.33,10.0
Local Coffee Shop,"Berlin, Germany",Remote Workers,high,Best Coffee for Remote Work,Berlin's Top Remote Work Hub,"Fast WiFi, comfy seats, great coffee. Perfect for remote work!","Your new Berlin office awaits.  Coffee, snacks & strong WiFi.",Escape the home office!  Work remotely in our cozy café.,"remote work berlin, coworking cafe berlin, wifi cafe berlin, best coffee berlin remote, coffee shop near me remote",35000,1500,50,500,4.29,3.33,0.33,10.0
Local Coffee Shop,"Sydney, Australia",Local Residents,low,Best Coffee in Sydney,Local Coffee Shop Near You,"Freshly roasted beans, friendly staff. Visit us today!",Enjoy your morning coffee with us! Free WiFi.,Grab your coffee & pastry. Quick & easy service.,"coffee shop sydney, best coffee near me, local cafe sydney, coffee sydney cbd, sydney coffee beans",3200,85,2,100,2.66,2.35,1.18,50.0
Local Coffee Shop,"Rome, Italy",Coffee Lovers,mid,Best Coffee in Rome!,Authentic Italian Espresso,Enjoy freshly roasted beans & cozy atmosphere. Visit us today!,"Locally sourced, expertly crafted coffee. Free Wi-Fi.",Perfect for a morning pick-me-up or afternoon treat.,"coffee shop rome, best coffee rome, italian coffee rome, espresso rome, caffè roma",10000,500,15,150,5.0,3.0,0.3,10.0
Local Coffee Shop,"Munich, Germany",Local Residents,high,Best Coffee in Munich!,Your Daily Dose of Happiness,"Freshly roasted beans, cozy atmosphere. Free WiFi!",Enjoy delicious coffee & pastries. Near Marienplatz.,Locally owned & operated. Support your community!,"kaffee munchen, cafe munchen, coffee shop munchen, best coffee munchen, coffeeshop near me munchen",35000,1500,50,500,4.29,3.33,0.33,10.0
Local Coffee Shop,"Sydney, Australia",Students,low,Coffee & Study Break,Best Coffee for Students,"Fuel your studies! Great coffee, comfy seats. Near UTS.",Student discounts available! Delicious coffee & snacks.,Affordable coffee & wifi. Perfect for studying.,"student coffee sydney, cheap coffee near uni, coffee shops near uts, best coffee usyd, wifi coffee sydney",2345,45,1,75,1.92,2.22,1.67,75.0
Local Coffee Shop,"Munich, Germany",Remote Workers,mid,Best Coffee for Remote Work,Munich's Cozy Remote Hub,"Fast WiFi, great coffee, comfy seats. Perfect for remote work!",Escape the home office! Work remotely in our cafe.,Enjoy delicious coffee & productive workdays in Munich.,"remote work cafe Munich, coworking space Munich, coffee shop Munich remote workers, best wifi cafes Munich, laptop friendly cafes Munich",10000,500,15,150,5.0,3.0,0.3,10.0
Local Coffee Shop,"Munich, Germany",Remote Workers,high,Best Coffee for Remote Work,Munich's Top Remote Work Cafe,"Fast WiFi, comfy seating, great coffee. Your new Munich remote office!","Escape the home office!  Coffee, treats & coworking vibes.",Power up your workday! Delicious coffee & productive atmosphere.,"remote work cafe munich, coworking space munich, best wifi cafes munich, coffee shop near me remote work, munich remote worker friendly cafes",35000,1500,50,500,4.29,3.33,0.33,10.0
Local Coffee Shop,"Munich, Germany",Remote Workers,high,Best Coffee for Remote Work,Munich's Top Remote Workspace,"Free Wifi, comfy seating, great coffee!  Perfect for remote workers in Munich.",Boost your productivity!  Enjoy our delicious coffee & relaxed atmosphere.,Escape the home office!  Work remotely in our cozy café.  Fast Wifi included.,"remote work munich, coworking cafe munich, best coffee shops munich, wifi cafe munich, remote worker friendly cafe",35000,1500,50,500,4.29,3.33,0.33,10.0
Local Coffee Shop,"Berlin, Germany",Coffee Lovers,high,Best Coffee in Berlin!,"Specialty Coffee, Berlin",Locally roasted beans. Free Wifi. Cozy atmosphere. Visit us!,"Enjoy your perfect cup!  Lattes, cappuccinos & more. Near you!",Freshly brewed coffee daily. Delicious pastries. Find us now!,"kaffee berlin, coffeeshop berlin, specialty coffee berlin, best coffee berlin mitte, cafe berlin",35000,1500,50,500,4.29,3.33,0.33,10.0
Local Coffee Shop,"Toronto, Canada",Remote Workers,high,Your Toronto Remote Work Oasis,Best Coffee for Remote Workers,"Fast Wi-Fi, comfy seats, great coffee. Perfect for remote work!",Fuel your workday. Delicious coffee & treats for remote workers in Toronto.,Escape the home office! Work remotely at our cozy coffee shop.,"remote work toronto, coworking space toronto, coffee shop wifi toronto, best coffee near me remote work, toronto remote worker cafe",35000,1500,50,500,4.29,3.33,0.33,10.0
Local Coffee Shop,"New York, USA",Remote Workers,low,Your Remote Office Awaits,Best Coffee for WFH,"Cozy workspace, great coffee. Free Wifi. Near you!",Escape the home office. Premium coffee & comfy seating.,Fuel your workday. Delicious coffee & treats. Find us near you!,"remote work coffee, coworking space near me, wifi coffee shop nyc, best coffee shops remote workers, work from coffee shop",3250,75,1,75,2.31,1.33,1.0,75.0
Local Coffee Shop,"London, UK",Students,mid,Coffee & Study Breaks,Best Coffee in London,Student discounts! Free WiFi. Great coffee.,Perfect for studying or catching up with friends.,"Locally roasted beans, comfy atmosphere.","student coffee london, coffee shop near university, cheap coffee london, wifi coffee shop london, best coffee student discount",10000,500,15,150,5.0,3.0,0.3,10.0
Local Coffee Shop,"Paris, France",Coffee Lovers,mid,Best Coffee in Paris!,"Artisan Coffee, Parisian Charm",Locally roasted beans. Cozy atmosphere. Free Wifi.  Find us near [Neighborhood],Enjoy delicious coffee & pastries. Daily specials. Order online for pickup!,Perfect for a quick coffee or relaxing afternoon. Visit us today!,"coffee shop paris, best coffee paris, artisan coffee paris, cafe paris, coffee near me paris",10000,500,15,150,5.0,3.0,0.3,10.0
Local Coffee Shop,"Tokyo, Japan",Coffee Lovers,low,Best Coffee in Tokyo!,Locally Roasted Coffee,"Enjoy fresh, locally roasted coffee. Free Wi-Fi!","Cozy atmosphere, perfect for studying or relaxing.",Specialty coffee drinks & delicious pastries.,"coffee shop tokyo, best coffee tokyo, specialty coffee tokyo, cafe tokyo, coffee beans tokyo",3200,85,2,95,2.66,2.35,1.12,47.5
Local Coffee Shop,"Paris, France",Students,low,Coffee & Study,Best Coffee in Paris,"Great coffee, student discounts!","Free Wi-Fi, comfy seating. Perfect for studying.",Affordable coffee near Sorbonne University,"coffee paris student, cheap coffee paris, study cafe paris, wifi cafe paris, sorbonne coffee",2345,45,1,78,1.92,2.22,1.73,78.0
Local Coffee Shop,"Sydney, Australia",Students,mid,Best Coffee for Students!,Study Fuel: Coffee & Wifi,"Grab your daily caffeine fix! Great coffee, comfy seats, & free wifi.","Student discount available! Delicious coffee, pastries & snacks.",Perfect spot for studying or catching up with friends. Come visit!,"student coffee sydney, cheap coffee near university, coffee shop near usyd, wifi coffee sydney, best coffee UNSW",10000,500,15,150,5.0,3.0,0.3,10.0
Local Coffee Shop,"Rome, Italy",Students,low,"Coffee Break, Study Break!",Best Coffee for Students,"Great coffee, affordable prices, perfect study spot!",Fuel your studies with our delicious coffee!,Free Wi-Fi! Study & enjoy our amazing coffee.,"coffee near university rome, cheap coffee rome students, student discount coffee rome, best coffee study rome, wifi coffee shop near me rome",2345,45,1,87,1.92,2.22,1.93,87.0
Local Coffee Shop,"Los Angeles, USA",Students,high,Fuel Your Study Session,Coffee & Campus Vibes,Best coffee near UCLA! Student discounts available. Free WiFi.,Grab your caffeine fix! Study space & comfy seating.  Order online!,Locally roasted beans. Perfect for late-night study sessions.  Support local!,"coffee shop near UCLA, student discounts coffee LA, best coffee Los Angeles students, study spot near USC, cheap coffee near campus",35000,1800,55,500,5.14,3.06,0.28,9.09
Local Coffee Shop,"Berlin, Germany",Coffee Lovers,high,Best Coffee in Berlin!,"Locally Roasted, Locally Loved",Freshly brewed coffee & pastries. Free WiFi. Cozy atmosphere. Visit us!,Enjoy your morning coffee with us! Special offers available.,"Support local! Delicious coffee, friendly staff, perfect location.","kaffee berlin, best coffee berlin, coffeeshop berlin, cafe berlin mitte, specialty coffee berlin",35000,1500,50,500,4.29,3.33,0.33,10.0
Local Coffee Shop,"Paris, France",Local Residents,high,Best Coffee in Paris!,Your Daily Dose of Parisian Charm,"Locally roasted beans, delicious pastries. Free wifi!","Cozy atmosphere, perfect for work or relaxation. Near Metro!",Enjoy our specialty drinks & seasonal offers. Order online!,"coffee shop paris, best coffee paris, cafe paris, local coffee paris, coffee near me paris",35000,1500,50,500,4.29,3.33,0.33,10.0
Local Coffee Shop,"Munich, Germany",Local Residents,mid,Best Coffee in Munich!,Your Daily Dose of Awesome,"Freshly roasted beans, cozy atmosphere. Free Wi-Fi!","Locally sourced ingredients, delicious pastries. Visit us today!",Grab your morning coffee & enjoy the day!  Near Marienplatz.,"kaffee munchen, cafe munchen, coffee shop munchen, best coffee near me munchen, coffeeshop Marienplatz",10000,500,15,150,5.0,3.0,0.3,10.0
Local Coffee Shop,"Toronto, Canada",Local Residents,high,Best Coffee in Toronto!,Locally Roasted Coffee Beans,Enjoy fresh coffee & pastries. Free Wi-Fi!,"Support local! Cozy atmosphere, great brews.",Daily specials & loyalty rewards program.,"coffee shop toronto, best coffee near me, local coffee beans, coffee shop downtown toronto, cafe toronto",35000,1500,50,500,4.29,3.33,0.33,10.0
Local Coffee Shop,"Los Angeles, USA",Students,mid,Fuel Your Studies!,Coffee & Campus Vibes,Best coffee near UCLA!  Student discounts available. Free Wifi.,Grab your daily caffeine fix.  Study spot with comfy seating.,Late-night study sessions? We've got you covered. Delicious drinks.,"coffee shop near UCLA, student coffee discounts Los Angeles, best coffee UCLA, study spots near USC, cheap coffee Los Angeles students",10000,500,15,150,5.0,3.0,0.3,10.0
Local Coffee Shop,"Los Angeles, USA",Remote Workers,low,Best Coffee for Remote Work,LA's Top Spot for Remote Workers,"Fast WiFi, comfy chairs, great coffee! Your new remote office awaits.",Fuel your workday with delicious coffee & a productive atmosphere.,Escape the home office!  Free WiFi & amazing coffee in LA.,"remote work coffee shop los angeles, coworking space los angeles, best coffee near me remote work, wifi coffee shop los angeles, los angeles remote worker cafe",2345,45,1,75,1.92,2.22,1.67,75.0
Local Coffee Shop,"Toronto, Canada",Coffee Lovers,mid,Best Coffee in Toronto!,"Locally Roasted, Freshly Brewed",Enjoy your favourite coffee at [Coffee Shop Name]!  Free Wi-Fi. Visit us today!,"Specialty coffee, pastries & more! Find us near [Landmark/Neighborhood].",Support local! Delicious coffee & friendly atmosphere. Order now!,"coffee shop toronto, best coffee toronto, local coffee toronto, specialty coffee toronto, coffee near me",10000,500,15,150,5.0,3.0,0.3,10.0
Local Coffee Shop,"Berlin, Germany",Coffee Lovers,mid,Best Coffee in Berlin!,"Locally Roasted, Locally Loved",Freshly brewed coffee & pastries. Free Wifi. Cozy atmosphere.,Enjoy your morning coffee with us!  Near you in Berlin.,"Specialty coffee, delicious treats, and friendly service.","coffee shop berlin, best coffee berlin, specialty coffee berlin, cafe berlin, coffee near me berlin",10000,500,15,150,5.0,3.0,0.3,10.0
Local Coffee Shop,"Tokyo, Japan",Coffee Lovers,high,Best Coffee in Tokyo!,Specialty Coffee Near You,"Handcrafted coffee, cozy atmosphere. Free Wi-Fi!","Locally roasted beans, delicious pastries. Visit us today!","Perfect for studying, working, or relaxing. Find us in Shibuya!","specialty coffee tokyo, best coffee shop shibuya, coffee near me tokyo, cafe tokyo, handcrafted coffee japan",35000,1800,50,500,5.14,2.78,0.28,10.0
